ACCESSION,DISPLAY_NAME,FILENAME,ASM_NAME,ASM_LENGTH,TOTAL_PROTEIN,NCBI_TAXID,phylum,subphylum,class,subclass,order,family,genus,species,TOTAL_IDP
GCA_000827395.1,Paxillus rubicundulus Ve08.2h10 (GCA_000827395),Paxillus_rubicundulus_ve08_2h10_gca_000827395.Paxillus_rubicundulus_Ve08.2h10_v1.0,Paxillus rubicundulus Ve08.2h10 v1.0,53011005,22025,463315,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Paxillaceae,Paxillus,Paxillus rubicundulus,5995
GCA_001890105.1,Penicilliopsis zonata CBS 506.65 (GCA_001890105),Penicilliopsis_zonata_cbs_506_65_gca_001890105.Aspzo1,Aspzo1,26088231,9869,41063,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicilliopsis,Penicilliopsis zonata,3951
GCA_002072345.1,Penicillium antarcticum (GCA_002072345),Penicillium_antarcticum_gca_002072345.ASM207234v1,ASM207234v1,31454985,11514,416450,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium antarcticum,4541
GCA_001773325.1,Penicillium arizonense (GCA_001773325),Penicillium_arizonense_gca_001773325.ASM177332v1,ASM177332v1,33729052,12253,1835702,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium arizonense,4753
GCA_001048715.1,Penicillium brasilianum str. MG11 (GCA_001048715),Penicillium_brasilianum_gca_001048715.Pbras_Allpaths-LG,Pbras_Allpaths-LG,35888622,11432,104259,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium brasilianum,4790
GCA_002016555.1,Penicillium brasilianum str. LaBioMMi 136 (GCA_002016555),Penicillium_brasilianum_gca_002016555.ASM201655v1,ASM201655v1,32945979,10352,104259,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium brasilianum,4291
GCA_000513335.1,Penicillium camemberti FM 013 (GCA_000513335),Penicillium_camemberti_fm_013_gca_000513335.PCAMFM013_20131106,PCAMFM013_20131106,35011981,14418,5075,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium camemberti,5116
GCA_000710275.1,Penicillium chrysogenum str. P2niaD18 (GCA_000710275),Penicillium_chrysogenum_gca_000710275.ASM71027v1,ASM71027v1,32525541,11198,5076,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum,4745
GCA_002072405.1,Penicillium coprophilum (GCA_002072405),Penicillium_coprophilum_gca_002072405.ASM207240v1,ASM207240v1,28360408,8999,36646,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium coprophilum,3708
GCA_002072245.1,Penicillium decumbens (GCA_002072245),Penicillium_decumbens_gca_002072245.ASM207224v1,ASM207224v1,23940802,7149,69771,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium decumbens,3276
GCA_000315645.2,Penicillium digitatum Pd1 (GCA_000315645),Penicillium_digitatum_pd1_gca_000315645.PdigPd1_v1,PdigPd1_v1,26082141,8961,36651,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium digitatum,3694
GCA_000315665.1,Penicillium digitatum PHI26 (GCA_000315665),Penicillium_digitatum_phi26_gca_000315665.PdigPHI26_v1,PdigPHI26_v1,25985128,9133,36651,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium digitatum,3817
GCA_000769735.1,Penicillium expansum str. d1 (GCA_000769735),Penicillium_expansum_gca_000769735.ASM76973v1,ASM76973v1,32065046,11023,27334,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium expansum,4322
GCA_000769745.1,Penicillium expansum str. MD-8 (GCA_000769745),Penicillium_expansum_gca_000769745.ASM76974v1,ASM76974v1,32356048,11060,27334,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium expansum,4315
GCA_000769755.1,Penicillium expansum str. CMP-1 (GCA_000769755),Penicillium_expansum_gca_000769755.PEX1,PEX1,31087040,10663,27334,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium expansum,4101
GCA_002072365.1,Penicillium flavigenum (GCA_002072365),Penicillium_flavigenum_gca_002072365.ASM207236v1,ASM207236v1,32903267,10994,254877,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium flavigenum,4375
GCA_001513925.1,Penicillium freii (GCA_001513925),Penicillium_freii_gca_001513925.ASM151392v1,ASM151392v1,33546389,11739,48697,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium freii,4415
GCA_001561935.1,Penicillium griseofulvum str. PG3 (GCA_001561935),Penicillium_griseofulvum_gca_001561935.ASM156193v1,ASM156193v1,29140916,9630,5078,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium griseofulvum,4048
GCA_000769765.1,Penicillium italicum str. PHI-1 (GCA_000769765),Penicillium_italicum_gca_000769765.ASM76976v1,ASM76976v1,30164421,9996,40296,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium italicum,4132
GCA_002072425.1,Penicillium nalgiovense (GCA_002072425),Penicillium_nalgiovense_gca_002072425.ASM207242v1,ASM207242v1,33006161,11853,60175,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium nalgiovense,4880
GCA_001278595.1,Penicillium nordicum (GCA_001278595),Penicillium_nordicum_gca_001278595.ASM127859v1,ASM127859v1,30844022,12959,229535,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium nordicum,4491
GCA_002382835.1,Penicillium occitanis str. CT1 (GCA_002382835),Penicillium_occitanis_gca_002382835.ASM238283v1,ASM238283v1,36444931,11267,290292,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp. 'occitanis',4251
GCA_002382855.1,Penicillium occitanis str. CL100 (GCA_002382855),Penicillium_occitanis_gca_002382855.ASM238285v1,ASM238285v1,36251488,11231,290292,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp. 'occitanis',4234
GCA_000346795.1,Penicillium oxalicum 114-2 (GCA_000346795),Penicillium_oxalicum_114_2_gca_000346795.pde_v1.0,pde_v1.0,30177368,9979,69781,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium oxalicum,4352
GCA_002072265.1,Penicillium polonicum (GCA_002072265),Penicillium_polonicum_gca_002072265.ASM207226v1,ASM207226v1,32404688,10694,60169,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium polonicum,4250
GCA_000513255.1,Penicillium roqueforti FM164 (GCA_000513255),Penicillium_roqueforti_fm164_gca_000513255.PROQFM164_20130607,PROQFM164_20130607,29010044,12319,5082,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium roqueforti,4437
GCA_000226395.1,Penicillium rubens Wisconsin 54-1255 (GCA_000226395),Penicillium_rubens_wisconsin_54_1255_gca_000226395.PenChr_Nov2007,PenChr_Nov2007,32223735,12557,1108849,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium rubens,4912
GCA_002072235.1,Penicillium solitum (GCA_002072235),Penicillium_solitum_gca_002072235.ASM207223v1,ASM207223v1,33213390,11889,60172,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium solitum,4632
GCA_002072375.1,Penicillium steckii (GCA_002072375),Penicillium_steckii_gca_002072375.ASM207237v1,ASM207237v1,32109558,10362,303698,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium steckii,4210
GCA_001908125.1,Penicillium subrubescens str. CBS 132785 (GCA_001908125),Penicillium_subrubescens_gca_001908125.ASM190812v1,ASM190812v1,39803164,14177,1316194,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium subrubescens,4939
GCA_002072255.1,Penicillium vulpinum (GCA_002072255),Penicillium_vulpinum_gca_002072255.ASM207225v1,ASM207225v1,31061096,10278,29845,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium vulpinum,4061
GCA_001632445.1,Peniophora sp. CONT (GCA_001632445),Peniophora_sp_cont_gca_001632445.Ricme1,Ricme1,46030792,18940,1314672,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Peniophoraceae,Peniophora,Peniophora sp. CONT,6466
GCA_003073855.1,Periconia macrospinosa str. DSE2036 (GCA_003073855),Periconia_macrospinosa_gca_003073855.Perma1,Perma1,54992973,18735,97972,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Periconiaceae,Periconia,Periconia macrospinosa,6509
GCA_000516985.1,Pestalotiopsis fici W106-1 (GCA_000516985),Pestalotiopsis_fici_w106_1_gca_000516985.PFICI,PFICI,51910726,15413,393283,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis fici,5864
GCA_002865625.1,Pezoloma ericae str. UAMH 7357 (GCA_002865625),Pezoloma_ericae_gca_002865625.Rhier1,Rhier1,57408471,16783,1745343,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha hepaticicola,5913
GCA_000392275.1,Phaeoacremonium minimum UCRPA7 (GCA_000392275),Phaeoacremonium_minimum_ucrpa7_gca_000392275.UCRPA7V03,UCRPA7V03,47465449,8834,223192,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Togniniales,Togniniaceae,Phaeoacremonium,Phaeoacremonium minimum,3281
GCA_001006345.1,Phaeomoniella chlamydospora (GCA_001006345),Phaeomoniella_chlamydospora_gca_001006345.UCRPA7V1.0,UCRPA7V1.0,27513354,6907,158046,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Phaeomoniellales,Phaeomoniellaceae,Phaeomoniella,Phaeomoniella chlamydospora,3390
GCA_000146915.1,Phaeosphaeria nodorum,Phaeosphaeria_nodorum.ASM14691v1,ASM14691v1,37285498,12391,13684,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Parastagonospora nodorum,5096
GCA_000300595.1,Phanerochaete carnosa HHB-10118-sp (GCA_000300595),Phanerochaete_carnosa_hhb_10118_sp_gca_000300595.Phanerochaete_carnosa_HHB-10118-Sp_v1.0,Phanerochaete carnosa HHB-10118-Sp v1.0,46293325,13925,231932,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Phanerochaetaceae,Phanerochaete,Phanerochaete carnosa,4557
GCA_002287475.1,Phellinus noxius (GCA_002287475),Phellinus_noxius_gca_002287475.ASM228747v1,ASM228747v1,31607963,9820,2282107,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Pyrrhoderma,Pyrrhoderma noxium,4431
GCA_001500285.1,Phialocephala scopiformis str. CBS 120377 (GCA_001500285),Phialocephala_scopiformis_gca_001500285.Phisc1,Phisc1,48876257,18567,149040,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Mollisia,Mollisia scopiformis,6063
GCA_900073065.1,Phialocephala subalpina (GCA_900073065),Phialocephala_subalpina_gca_900073065.PAC_version_1,PAC_version_1,69693031,20173,576137,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Phialocephala,Phialocephala subalpina,7573
GCA_000835435.1,Phialophora americana str. CBS 27337 (GCA_000835435),Phialophora_americana_gca_000835435.Capr_semi_CBS27337_V1,Capr_semi_CBS27337_V1,31616172,10919,5601,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora americana,5675
GCA_001299255.1,Phialophora attae str. CBS 131958 (GCA_001299255),Phialophora_attae_gca_001299255.ASM129925v1,ASM129925v1,30363635,11848,1664694,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora attinorum,5486
GCA_001913855.2,Phlebia centrifuga str. FBCC195 (GCA_001913855),Phlebia_centrifuga_gca_001913855.ASM191385v2,ASM191385v2,34612349,13684,98765,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Meruliaceae,Phlebia,Phlebia centrifuga,5165
GCA_000832265.1,Phlebiopsis gigantea 11061_1 CR5-6 (GCA_000832265),Phlebiopsis_gigantea_11061_1_cr5_6_gca_000832265.Phlgi1,Phlgi1,30143925,11855,82310,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Phanerochaetaceae,Phlebiopsis,Phlebiopsis gigantea,4292
GCA_000764455.1,Pichia kudriavzevii str. SD108 (GCA_000764455),Pichia_kudriavzevii_gca_000764455.ASM76445v1,ASM76445v1,12940563,7107,4909,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii,2291
GCA_001983325.1,Pichia kudriavzevii str. 129 (GCA_001983325),Pichia_kudriavzevii_gca_001983325.ASM198332v1,ASM198332v1,11679144,5470,4909,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii,1808
GCA_002166775.1,Pichia kudriavzevii str. Ckrusei653 (GCA_002166775),Pichia_kudriavzevii_gca_002166775.Cand_krus_Ckrusei653_V21,Cand_krus_Ckrusei653_V21,10910993,4949,4909,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii,1797
GCA_003054445.1,Pichia kudriavzevii str. CBS573 (GCA_003054445),Pichia_kudriavzevii_gca_003054445.ASM305444v1,ASM305444v1,10863895,5155,4909,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii,1798
GCA_001950575.1,Pichia membranifaciens str. KS47-1 (GCA_001950575),Pichia_membranifaciens_gca_001950575.P_membrenifaciens-1.0,P_membrenifaciens-1.0,11394881,4163,4926,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Pichia,Pichia membranifaciens,1887
GCA_001661235.1,Pichia membranifaciens NRRL Y-2026 (GCA_001661235),Pichia_membranifaciens_nrrl_y_2026_gca_001661235.Picme2,Picme2,11582150,5542,4926,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Pichiaceae,Pichia,Pichia membranifaciens,1901
GCA_000827315.1,Piloderma croceum F 1598 (GCA_000827315),Piloderma_croceum_f_1598_gca_000827315.Piloderma_croceum_F_1598_v1.0,Piloderma croceum F 1598 v1.0,59326866,21515,80663,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Atheliales,Atheliaceae,Piloderma,Piloderma croceum,6062
GCA_002104945.1,Piromyces finnis (GCA_002104945),Piromyces_finnis_gca_002104945.Piromyces_sp._finnis_v3.0,Piromyces sp. finnis v3.0,56455805,10959,1754191,Chytridiomycota,,Neocallimastigomycetes,,Neocallimastigales,Neocallimastigaceae,Piromyces,Piromyces finnis,3742
GCA_002157105.1,Piromyces sp. E2 (GCA_002157105),Piromyces_sp_e2_gca_002157105.PirspE2_v1.0,PirspE2 v1.0,71019055,14612,73868,Chytridiomycota,,Neocallimastigomycetes,,Neocallimastigales,Neocallimastigaceae,Piromyces,Piromyces sp. E2,4025
GCA_000827275.1,Pisolithus microcarpus 441 (GCA_000827275),Pisolithus_microcarpus_441_gca_000827275.Pisolithus_microcarpus_441_v1.0,Pisolithus microcarpus 441 v1.0,53027657,20968,178872,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Pisolithaceae,Pisolithus,Pisolithus microcarpus,5441
GCA_000827335.1,Pisolithus tinctorius Marx 270 (GCA_000827335),Pisolithus_tinctorius_marx_270_gca_000827335.Pisolithus_tinctorius_Marx_270_v1.0,Pisolithus tinctorius Marx 270 v1.0,71007534,22644,37468,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Pisolithaceae,Pisolithus,Pisolithus tinctorius,6460
GCA_000697685.1,Pleurotus ostreatus PC15 (GCA_000697685),Pleurotus_ostreatus_pc15_gca_000697685.PleosPC15_2,PleosPC15_2,34342730,12296,5322,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus,4457
GCA_000827205.1,Plicaturopsis crispa FD-325 SS-3 (GCA_000827205),Plicaturopsis_crispa_fd_325_ss_3_gca_000827205.Plicr1,Plicr1,34498066,2716,139390,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Amylocorticiales,Amylocorticiaceae,Plicaturopsis,Plicaturopsis crispa,1081
GCA_001477545.1,Pneumocystis carinii B80 (GCA_001477545),Pneumocystis_carinii_b80_gca_001477545.Pneu_cari_B80_V3,Pneu_cari_B80_V3,7661456,3646,4754,Ascomycota,Taphrinomycotina,Pneumocystidomycetes,,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Pneumocystis carinii,683
GCA_001477535.1,Pneumocystis jirovecii RU7 (GCA_001477535),Pneumocystis_jirovecii_ru7_gca_001477535.Pneu_jiro_RU7_V2,Pneu_jiro_RU7_V2,8396240,3761,42068,Ascomycota,Taphrinomycotina,Pneumocystidomycetes,,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Pneumocystis jirovecii,714
GCA_000349005.2,Pneumocystis murina B123 (GCA_000349005),Pneumocystis_murina_b123_gca_000349005.Pneumo_murina_B123_V4,Pneumo_murina_B123_V4,7501343,3623,263815,Ascomycota,Taphrinomycotina,Pneumocystidomycetes,,Pneumocystidales,Pneumocystidaceae,Pneumocystis,Pneumocystis murina,541
GCA_001653235.2,Pochonia chlamydosporia 170 (GCA_001653235),Pochonia_chlamydosporia_170_gca_001653235.ASM165323v2,ASM165323v2,44215803,14204,280754,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Pochonia,Pochonia chlamydosporia,5305
GCA_000226545.1,Podospora anserina S mat+ (GCA_000226545),Podospora_anserina_s_mat__gca_000226545.ASM22654v1,ASM22654v1,34718894,10548,5145,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Podospora,Podospora anserina,5067
GCA_002573605.1,Polytolypa hystricis UAMH7299 (GCA_002573605),Polytolypa_hystricis_uamh7299_gca_002573605.Poly_hyst_7299_V1,Poly_hyst_7299_V1,34692036,9934,221428,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Polytolypa,Polytolypa hystricis,4600
GCA_000006255.1,Postia placenta Mad-698-R (GCA_000006255),Postia_placenta_mad_698_r_gca_000006255.Postia_placenta_V1.0,Postia placenta V1.0,90891856,9083,104341,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Dacryobolaceae,Postia,Postia placenta,3932
GCA_002117355.1,Postia placenta MAD-698-R-SB12 (GCA_002117355),Postia_placenta_mad_698_r_sb12_gca_002117355.PosplRSB12_1,PosplRSB12_1,42452888,12537,104341,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Dacryobolaceae,Postia,Postia placenta,4912
GCA_002105105.1,Protomyces lactucaedebilis str. 12-1054 (GCA_002105105),Protomyces_lactucaedebilis_gca_002105105.Prola1,Prola1,12928838,6725,56484,Ascomycota,Taphrinomycotina,Taphrinomycetes,,Taphrinales,Protomycetaceae,Protomyces,Protomyces lactucae-debilis,2239
GCA_000340215.1,Pseudocercospora fijiensis CIRAD86 (GCA_000340215),Pseudocercospora_fijiensis_cirad86_gca_000340215.Mycfi2,Mycfi2,74141167,13047,1873960,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora fijiensis,4950
GCA_001578225.1,Pseudocercospora musae str. CBS 116634 (GCA_001578225),Pseudocercospora_musae_gca_001578225.ASM157822v1,ASM157822v1,60439160,10402,113226,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora musae,5646
GCA_000184105.1,Pseudogymnoascus destructans 20631-21 (GCA_000184105),Pseudogymnoascus_destructans_20631_21_gca_000184105.Geom_destructans_V1,Geom_destructans_V1,30684937,9075,655981,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus destructans,4462
GCA_001641265.1,Pseudogymnoascus destructans (GCA_001641265),Pseudogymnoascus_destructans_gca_001641265.ASM164126v1,ASM164126v1,35818201,9405,655981,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus destructans,4594
GCA_001662645.1,Pseudogymnoascus sp. 03VT05 (GCA_001662645),Pseudogymnoascus_sp_03vt05_gca_001662645.ASM166264v1,ASM166264v1,33292581,10252,1622148,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. 03VT05,4425
GCA_001662605.1,Pseudogymnoascus sp. 05NY08 (GCA_001662605),Pseudogymnoascus_sp_05ny08_gca_001662605.ASM166260v1,ASM166260v1,32206309,10514,1622149,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. 05NY08,4590
GCA_001662575.1,Pseudogymnoascus sp. 23342-1-I1 (GCA_001662575),Pseudogymnoascus_sp_23342_1_i1_gca_001662575.ASM166257v1,ASM166257v1,32900320,10762,1524831,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. 23342-1-I1,4633
GCA_001662595.1,Pseudogymnoascus sp. 24MN13 (GCA_001662595),Pseudogymnoascus_sp_24mn13_gca_001662595.ASM166259v1,ASM166259v1,30179533,10269,1622150,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. 24MN13,4310
GCA_000750895.1,Pseudogymnoascus sp. VKM F-103 (GCA_000750895),Pseudogymnoascus_sp_vkm_f_103_gca_000750895.DG30,DG30,30255792,9802,1420912,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-103,4439
GCA_000750665.1,Pseudogymnoascus sp. VKM F-3557 (GCA_000750665),Pseudogymnoascus_sp_vkm_f_3557_gca_000750665.DG3,DG3,27649855,9482,1437433,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-3557,4150
GCA_000750715.1,Pseudogymnoascus sp. VKM F-3775 (GCA_000750715),Pseudogymnoascus_sp_vkm_f_3775_gca_000750715.DG4,DG4,28506885,9472,1420901,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-3775,3673
GCA_000750675.1,Pseudogymnoascus sp. VKM F-3808 (GCA_000750675),Pseudogymnoascus_sp_vkm_f_3808_gca_000750675.DG1,DG1,27778879,9929,1391699,Ascomycota,Pezizomycotina,Leotiomycetes,,,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus sp. VKM F-3808,4353
