ACCESSION,SPECIES,ASM_NAME,NCBI_TAXID,ASM_LENGTH,TOTAL_PROTEIN,DNA_URL,PEP_URL,FILENAME,phylum,subphylum,class,subclass,order,family,genus,TOTAL_IDP,NAME
GCA_900074715.1,Lachancea meyersii CBS 8951 (GCA_900074715),LAME0,300276,11261819,4998,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lachancea_meyersii_cbs_8951_gca_900074715/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lachancea_meyersii_cbs_8951_gca_900074715/pep,Lachancea_meyersii_cbs_8951_gca_900074715.LAME0,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,1835,Lachancea_meyersii
GCA_900074745.1,Lachancea mirantina (GCA_900074745),LAMI0,1230905,10117267,5056,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lachancea_mirantina_gca_900074745/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lachancea_mirantina_gca_900074745/pep,Lachancea_mirantina_gca_900074745.LAMI0,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,1721,Lachancea_mirantina
GCA_900074755.1,Lachancea nothofagi CBS 11611 (GCA_900074755),LANO0,679534,11313798,5154,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lachancea_nothofagi_cbs_11611_gca_900074755/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lachancea_nothofagi_cbs_11611_gca_900074755/pep,Lachancea_nothofagi_cbs_11611_gca_900074755.LANO0,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,1842,Lachancea_nothofagi
GCA_002900925.1,Lachancea quebecensis (GCA_002900925),ASM290092v1,1654605,10229370,5074,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/lachancea_quebecensis_gca_002900925/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/lachancea_quebecensis_gca_002900925/pep,Lachancea_quebecensis_gca_002900925.ASM290092v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,1852,Lachancea_quebecensis
GCA_900074735.1,Lachancea sp. CBS 6924 (GCA_900074735),LAFA0,1230904,11336659,5059,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lachancea_sp_cbs_6924_gca_900074735/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lachancea_sp_cbs_6924_gca_900074735/pep,Lachancea_sp_cbs_6924_gca_900074735.LAFA0,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,1902,Lachancea_sp
GCA_000142805.1,Lachancea thermotolerans CBS 6340 (GCA_000142805),ASM14280v1,381046,10392862,5092,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/lachancea_thermotolerans_cbs_6340_gca_000142805/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/lachancea_thermotolerans_cbs_6340_gca_000142805/pep,Lachancea_thermotolerans_cbs_6340_gca_000142805.ASM14280v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Lachancea,1895,Lachancea_thermotolerans
GCA_001632365.1,Laetiporus sulphureus 93-53 (GCA_001632365),Laesu1,5630,39909705,13740,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/laetiporus_sulphureus_93_53_gca_001632365/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/laetiporus_sulphureus_93_53_gca_001632365/pep,Laetiporus_sulphureus_93_53_gca_001632365.Laesu1,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Laetiporaceae,Laetiporus,4884,Laetiporus_sulphureus
GCA_002003045.1,Lentinula edodes str. G408PP-4 (GCA_002003045),Lened_assembly01,5353,39922873,12051,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/lentinula_edodes_gca_002003045/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/lentinula_edodes_gca_002003045/pep,Lentinula_edodes_gca_002003045.Lened_assembly01,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,4477,Lentinula_edodes
GCA_000230375.1,Leptosphaeria maculans,ASM23037v1,5022,45124619,12469,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/leptosphaeria_maculans/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/leptosphaeria_maculans/pep,Leptosphaeria_maculans.ASM23037v1,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Leptosphaeriaceae,Leptosphaeria,5430,Leptosphaeria_maculans
GCA_001563735.1,Leucoagaricus sp. SymC.cos (GCA_001563735),ASM156373v1,1714833,110566701,698,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/leucoagaricus_sp_symc_cos_gca_001563735/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/leucoagaricus_sp_symc_cos_gca_001563735/pep,Leucoagaricus_sp_symc_cos_gca_001563735.ASM156373v1,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Leucoagaricus,133,Leucoagaricus_sp
GCA_002105055.1,Leucosporidium creatinivorum str. 62-1032 (GCA_002105055),Leucr1,106004,26329764,9854,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/leucosporidium_creatinivorum_gca_002105055/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/leucosporidium_creatinivorum_gca_002105055/pep,Leucosporidium_creatinivorum_gca_002105055.Leucr1,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Leucosporidiales,Leucosporidiaceae,Leucosporidium,4545,Leucosporidium_creatinivorum
GCA_000723665.1,Lichtheimia corymbifera JMRC:FSU:9682 (GCA_000723665),454Minimus,42458,33531723,12282,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_mucoromycota1_collection/lichtheimia_corymbifera_jmrc_fsu_9682_gca_000723665/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_mucoromycota1_collection/lichtheimia_corymbifera_jmrc_fsu_9682_gca_000723665/pep,Lichtheimia_corymbifera_jmrc_fsu_9682_gca_000723665.454Minimus,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Lichtheimiaceae,Lichtheimia,5586,Lichtheimia_corymbifera
GCA_000945115.1,Lichtheimia ramosa str. JMRC:FSU:6197 (GCA_000945115),Lramosa_hybrid_454_Illumina,688394,30708998,11510,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_mucoromycota1_collection/lichtheimia_ramosa_gca_000945115/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_mucoromycota1_collection/lichtheimia_ramosa_gca_000945115/pep,Lichtheimia_ramosa_gca_000945115.Lramosa_hybrid_454_Illumina,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Lichtheimiaceae,Lichtheimia,5151,Lichtheimia_ramosa
GCA_001661325.1,Lipomyces starkeyi NRRL Y-11557 (GCA_001661325),Lipst1_1,29829,21267709,8182,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lipomyces_starkeyi_nrrl_y_11557_gca_001661325/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/lipomyces_starkeyi_nrrl_y_11557_gca_001661325/pep,Lipomyces_starkeyi_nrrl_y_11557_gca_001661325.Lipst1_1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Lipomycetaceae,Lipomyces,2503,Lipomyces_starkeyi
GCA_002105155.1,Lobosporangium transversale str. NRRL 3116,Lobtra1,64571,42768949,11818,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_mucoromycota1_collection/lobosporangium_transversale_gca_002105155/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_mucoromycota1_collection/lobosporangium_transversale_gca_002105155/pep,Lobosporangium_transversale_gca_002105155.Lobtra1,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Lobosporangium,5155,Lobosporangium_transversale
GCA_000149685.1,Lodderomyces elongisporus NRRL YB-4239 (GCA_000149685),ASM14968v1,36914,15547272,5799,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/lodderomyces_elongisporus_nrrl_yb_4239_gca_000149685/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/lodderomyces_elongisporus_nrrl_yb_4239_gca_000149685/pep,Lodderomyces_elongisporus_nrrl_yb_4239_gca_000149685.ASM14968v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Lodderomyces,2686,Lodderomyces_elongisporus
GCA_002276285.1,Lomentospora prolificans str. JHH-5317 (GCA_002276285),Lprolificans_pilon,41688,37627092,8560,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/lomentospora_prolificans_gca_002276285/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/lomentospora_prolificans_gca_002276285/pep,Lomentospora_prolificans_gca_002276285.Lprolificans_pilon,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Microascaceae,Lomentospora,3875,Lomentospora_prolificans
GCA_000302655.1,Macrophomina phaseolina MS6 (GCA_000302655),MphMS6_1.0,35725,48882845,13806,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/macrophomina_phaseolina_ms6_gca_000302655/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/macrophomina_phaseolina_ms6_gca_000302655/pep,Macrophomina_phaseolina_ms6_gca_000302655.MphMS6_1.0,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,5393,Macrophomina_phaseolina
GCA_001275765.2,Madurella mycetomatis str. mm55 (GCA_001275765),ASM127576v2,100816,36704944,10707,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/madurella_mycetomatis_gca_001275765/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/madurella_mycetomatis_gca_001275765/pep,Madurella_mycetomatis_gca_001275765.ASM127576v2,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,,Madurella,4878,Madurella_mycetomatis
GCA_000002495.2,Magnaporthe oryzae,MG8,318829,41027733,12593,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/magnaporthe_oryzae/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/magnaporthe_oryzae/pep,Magnaporthe_oryzae.MG8,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia,5840,Magnaporthe_oryzae
GCA_000193285.1,Magnaporthe poae,Mag_poae_ATCC_64411_V1,148304,39503331,11209,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/magnaporthe_poae/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/magnaporthe_poae/pep,Magnaporthe_poae.Mag_poae_ATCC_64411_V1,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,5649,Magnaporthe_poae
GCA_000181695.1,Malassezia globosa CBS 7966 (GCA_000181695),ASM18169v1,76773,8958118,4286,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/malassezia_globosa_cbs_7966_gca_000181695/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/malassezia_globosa_cbs_7966_gca_000181695/pep,Malassezia_globosa_cbs_7966_gca_000181695.ASM18169v1,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,1933,Malassezia_globosa
GCA_001278385.1,Malassezia pachydermatis (GCA_001278385),MalaPachy,77020,8150648,4202,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/malassezia_pachydermatis_gca_001278385/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/malassezia_pachydermatis_gca_001278385/pep,Malassezia_pachydermatis_gca_001278385.MalaPachy,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,1976,Malassezia_pachydermatis
GCA_000349305.2,Malassezia sympodialis ATCC 42132 (GCA_000349305),ASM34930v2,76777,7669689,3318,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/malassezia_sympodialis_atcc_42132_gca_000349305/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/malassezia_sympodialis_atcc_42132_gca_000349305/pep,Malassezia_sympodialis_atcc_42132_gca_000349305.ASM34930v2,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,1443,Malassezia_sympodialis
GCA_900149145.1,Malassezia sympodialis ATCC 42132 (GCA_900149145),Msy_ATCC_42132_Feb2016,76777,7786082,4491,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/malassezia_sympodialis_atcc_42132_gca_900149145/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/malassezia_sympodialis_atcc_42132_gca_900149145/pep,Malassezia_sympodialis_atcc_42132_gca_900149145.Msy_ATCC_42132_Feb2016,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,2003,Malassezia_sympodialis
GCA_002818225.1,Malassezia vespertilionis str. NWHC:44797-103 (GCA_002818225),ASM281822v1,2020962,7581597,3791,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/malassezia_vespertilionis_gca_002818225/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/malassezia_vespertilionis_gca_002818225/pep,Malassezia_vespertilionis_gca_002818225.ASM281822v1,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,1709,Malassezia_vespertilionis
GCA_000298775.1,Marssonina brunnea f. sp. 'multigermtubi' MB_m1 (GCA_000298775),ASM29877v1,698440,51949877,10027,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/marssonina_brunnea_f_sp_multigermtubi_mb_m1_gca_000298775/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/marssonina_brunnea_f_sp_multigermtubi_mb_m1_gca_000298775/pep,Marssonina_brunnea_f_sp_multigermtubi_mb_m1_gca_000298775.ASM29877v1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Dermateaceae,Marssonina,5034,Marssonina_brunnea
GCA_003144205.1,Meira miltonrushii str. MCA 3882 (GCA_003144205),Meimi1,1280837,17383515,7452,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/meira_miltonrushii_gca_003144205/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/meira_miltonrushii_gca_003144205/pep,Meira_miltonrushii_gca_003144205.Meimi1,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Brachybasidiaceae,Meira,3798,Meira_miltonrushii
GCA_000204055.1,Melampsora larici-populina,v1.0,203908,101129028,16372,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/melampsora_laricipopulina/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/melampsora_laricipopulina/pep,Melampsora_laricipopulina.GCA_000204055.1,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,7488,Melampsora_laricipopulina
GCA_002865645.1,Meliniomyces bicolor E (GCA_002865645),Melbi2,373870,82384847,18611,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/meliniomyces_bicolor_e_gca_002865645/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/meliniomyces_bicolor_e_gca_002865645/pep,Meliniomyces_bicolor_e_gca_002865645.Melbi2,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Hyaloscyphaceae,Hyaloscypha,6230,Meliniomyces_bicolor
GCA_002865655.1,Meliniomyces variabilis F (GCA_002865655),Melva1,313359,55857776,20379,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/meliniomyces_variabilis_f_gca_002865655/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota4_collection/meliniomyces_variabilis_f_gca_002865655/pep,Meliniomyces_variabilis_f_gca_002865655.Melva1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Hyaloscyphaceae,Hyaloscypha,6720,Meliniomyces_variabilis
GCA_000187405.1,Metarhizium acridum CQMa 102 (GCA_000187405),MetAcr_May2010,92637,39422329,9849,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/metarhizium_acridum_cqma_102_gca_000187405/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/metarhizium_acridum_cqma_102_gca_000187405/pep,Metarhizium_acridum_cqma_102_gca_000187405.MetAcr_May2010,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,4384,Metarhizium_acridum
GCA_000804445.1,Metarhizium album ARSEF 1941 (GCA_000804445),MAM 1.0 for version 1 of the Metarhizium album genome,92629,30449065,8472,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_album_arsef_1941_gca_000804445/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_album_arsef_1941_gca_000804445/pep,Metarhizium_album_arsef_1941_gca_000804445.MAM_1.0_for_version_1_of_the_Metarhizium_album_genome,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,4261,Metarhizium_album
GCA_000187425.2,Metarhizium robertsii ARSEF 23 (GCA_000187425),MAA 2.0,568076,41656800,11688,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/metarhizium_anisopliae_arsef_23_gca_000187425/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/metarhizium_anisopliae_arsef_23_gca_000187425/pep,Metarhizium_anisopliae_arsef_23_gca_000187425.MAA_2.0,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,4918,Metarhizium_anisopliae
GCA_000814975.1,Metarhizium anisopliae ARSEF 549 (GCA_000814975),MAN_1.0,5530,38504274,10891,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_anisopliae_arsef_549_gca_000814975/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_anisopliae_arsef_549_gca_000814975/pep,Metarhizium_anisopliae_arsef_549_gca_000814975.MAN_1.0,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,4601,Metarhizium_anisopliae
GCA_000426985.1,Metarhizium anisopliae BRIP 53284 (GCA_000426985),ASM42698v1,5530,38088637,11456,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_anisopliae_brip_53284_gca_000426985/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_anisopliae_brip_53284_gca_000426985/pep,Metarhizium_anisopliae_brip_53284_gca_000426985.ASM42698v1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,4671,Metarhizium_anisopliae
GCA_000426965.1,Metarhizium anisopliae BRIP 53293 (GCA_000426965),ASM42696v1,5530,38672492,11415,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_anisopliae_brip_53293_gca_000426965/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_anisopliae_brip_53293_gca_000426965/pep,Metarhizium_anisopliae_brip_53293_gca_000426965.ASM42696v1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,4677,Metarhizium_anisopliae
GCA_000739145.1,Metarhizium anisopliae str. E6 (GCA_000739145),Metarhizium anisopliae,5530,38477109,10795,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/metarhizium_anisopliae_gca_000739145/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/metarhizium_anisopliae_gca_000739145/pep,Metarhizium_anisopliae_gca_000739145.Metarhizium_anisopliae,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,4505,Metarhizium_anisopliae
GCA_000814965.1,Metarhizium brunneum ARSEF 3297 (GCA_000814965),MBR_1.0,500148,37066166,10689,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_brunneum_arsef_3297_gca_000814965/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_brunneum_arsef_3297_gca_000814965/pep,Metarhizium_brunneum_arsef_3297_gca_000814965.MBR_1.0,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,4585,Metarhizium_brunneum
GCA_000814955.1,Metarhizium guizhouense ARSEF 977 (GCA_000814955),MGU_1.0,169041,43465197,11787,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_guizhouense_arsef_977_gca_000814955/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_guizhouense_arsef_977_gca_000814955/pep,Metarhizium_guizhouense_arsef_977_gca_000814955.MGU_1.0,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,5025,Metarhizium_guizhouense
GCA_000814945.1,Metarhizium majus ARSEF 297 (GCA_000814945),MAJ_1.0,1650735,42062993,11535,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_majus_arsef_297_gca_000814945/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/metarhizium_majus_arsef_297_gca_000814945/pep,Metarhizium_majus_arsef_297_gca_000814945.MAJ_1.0,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,4928,Metarhizium_majus
